pattern recognition problem,25,,,,
iterative,25,,,,
minimum cut,25,,,,
greedy randomized adaptive search procedure,25,,,,
random,25,,,,
lipschitz condition,25,,,,
homotopy continuation,25,,,,
salt and pepper noise,25,,,,
contrast sensitivity function,25,,,,
resolution enhancement,25,,,,
morphological filter,25,,,,
vital signs,25,,,,
video forensics,25,,,,
shadow,25,,,,
hardware cost,25,,,,
#NAME?,25,,,,
poi recommendation,25,,,,
attribute evaluation,25,,,,
ontology reasoning,25,,,,
auction theory,25,,,,
heterogeneous environment,25,,,,
injection molding,25,,,,
cerebral aneurysm,25,,,,
pdes,25,,,,
cascade,25,,,,
binocular rivalry,25,,,,
aspect-oriented modeling,25,,,,
multi-level modeling,25,,,,
automation system,25,,,,
power-law distribution,25,,,,
process enactment,25,,,,
business process intelligence,25,,,,
business process design,25,,,,
aspect model,25,,,,
maximal solution,25,,,,
robust tracking,25,,,,
continue fraction,25,,,,
received signal strength indicator (rssi),25,,,,
commonsense reasoning,25,,,,
continuous dynamic,25,,,,
continuous state space,25,,,,
web information retrieval,25,,,,
weblogs,25,,,,
ws-bpel,25,,,,
scale-free,25,,,,
approximate nearest neighbor search,25,,,,
user-centric,25,,,,
association mining,25,,,,
topic evolution,25,,,,
cybersickness,25,,,,
wcag,25,,,,
ring,25,,,,
session key,25,,,,
communication optimization,25,,,,
spatial network,25,,,,
data streaming,25,,,,
service repository,25,,,,
social annotation,25,,,,
knowledge management systems,25,,,,
diagnostic reasoning,25,,,,
globalisation,25,,,,
large margin,25,,,,
path diversity,25,,,,
dynamic replication,25,,,,
multimedia traffic,25,,,,
ellipse fitting,25,,,,
existence theorem,25,,,,
fuzzy association rule,25,,,,
media streaming,25,,,,
range search,25,,,,
migration policy,25,,,,
single neuron,25,,,,
master equation,25,,,,
context analysis,25,,,,
social sustainability,25,,,,
public libraries,25,,,,
intelligent interfaces,25,,,,
program optimization,25,,,,
message-passing,25,,,,
functional languages,25,,,,
lisp,25,,,,
continuations,25,,,,
pvm,25,,,,
knowledge based system,25,,,,
trust propagation,25,,,,
hardware/software co-design,25,,,,
acoustic modeling,25,,,,
wireless ad hoc network,25,,,,
image display,25,,,,
network-on-chip (noc),25,,,,
mathematical notation,25,,,,
linear equations,25,,,,
nosql databases,25,,,,
distance bounding,25,,,,
multi-sensor,25,,,,
computational trust,25,,,,
remote execution,25,,,,
quantum cost,25,,,,
cache system,25,,,,
program development,25,,,,
stereo vision system,25,,,,
reynolds number,25,,,,
control structure,25,,,,
hierarchical system,25,,,,
tei,25,,,,
cai,25,,,,
machine translation system,25,,,,
language theory,25,,,,
iec 61499,25,,,,
vehicular communication,25,,,,
component selection,25,,,,
approximate counting,25,,,,
pseudorandom generators,25,,,,
circuits,25,,,,
entropy rate,25,,,,
fifo,25,,,,
dynamic memory,25,,,,
codes over rings,25,,,,
miller’s algorithm,25,,,,
edwards curves,25,,,,
sha-256,25,,,,
latent class model,25,,,,
card sorting,25,,,,
support vector machine method,25,,,,
business process simulation,25,,,,
influenza,25,,,,
divergent thinking,25,,,,
medical information systems,25,,,,
pervasive,25,,,,
g.2.2,25,,,,
attribute instance,25,,,,
data cluster,25,,,,
soft biometrics,25,,,,
soft computing technique,25,,,,
robust watermark,25,,,,
street network,25,,,,
content filtering,25,,,,
semantic retrieval,25,,,,
pixel expansion,25,,,,
handwritten text,25,,,,
spherical image,25,,,,
infrared thermography,25,,,,
reed-solomon codes,25,,,,
deep-learning,25,,,,
learning gain,25,,,,
segmentation quality,25,,,,
gans,25,,,,
hand pose estimation,25,,,,
knowledge map,25,,,,
multi criteria decision making,25,,,,
soccer video,25,,,,
bicubic interpolation,25,,,,
video understanding,25,,,,
skin membrane,25,,,,
discrete logarithms,25,,,,
isogenies,25,,,,
test query,25,,,,
generic group model,25,,,,
motifs,25,,,,
grid generation,25,,,,
biconnected graph,25,,,,
canonical decomposition,25,,,,
molecular recognition,25,,,,
cheminformatics,25,,,,
open access journal,25,,,,
application security,25,,,,
user equilibrium,25,,,,
adjoint method,25,,,,
expansion property,25,,,,
synchronization problem,25,,,,
structural operational semantic,25,,,,
type constraint,25,,,,
match algorithm,25,,,,
database theory,25,,,,
concurrent programs,25,,,,
session types,25,,,,
confusion matrice,25,,,,
normal vector,25,,,,
adaptive refinement,25,,,,
biomedical domain,25,,,,
cluster assignment,25,,,,
profiles,25,,,,
three-valued logic,25,,,,
synchronization overhead,25,,,,
insertion algorithm,25,,,,
streaming service,25,,,,
error threshold,25,,,,
evolutionary stable strategy,25,,,,
linear program relaxation,25,,,,
text indexing,25,,,,
fréchet distance,25,,,,
startup time,25,,,,
asymptotic complexity,25,,,,
undirected network,25,,,,
discrete algorithm,25,,,,
projections,25,,,,
triple system,25,,,,
agent-based,25,,,,
discrete dynamical system,25,,,,
mixed finite element method,25,,,,
provability logic,25,,,,
composition problem,25,,,,
quantum probability,25,,,,
temporal domain,25,,,,
fitness landscape analysis,25,,,,
manufacturing execution system,25,,,,
flow analysis,25,,,,
statistical query,25,,,,
i/o,25,,,,
analog computation,25,,,,
task environment,25,,,,
fluoroscopy,25,,,,
multi-atlas segmentation,25,,,,
process innovation,25,,,,
articular cartilage,25,,,,
open architecture,25,,,,
brain surface,25,,,,
preoperative planning,25,,,,
total coloring,25,,,,
geometric graphs,25,,,,
qos prediction,25,,,,
index vector,25,,,,
trust degree,25,,,,
textual description,25,,,,
research field,25,,,,
ipfix,25,,,,
scada systems,25,,,,
sram cell,25,,,,
vlsi circuit,25,,,,
monotone formula,25,,,,
recursion equation,25,,,,
computational step,25,,,,
l-systems,25,,,,
point arithmetic,25,,,,
maximal ratio combining,25,,,,
power splitting,25,,,,
white space,25,,,,
duplicate address detection,25,,,,
average latency,25,,,,
elevation angle,25,,,,
incremental approach,25,,,,
traffic volume,25,,,,
business process reengineering,25,,,,
decision-theoretic rough sets,25,,,,
selection operator,25,,,,
dermoscopy,25,,,,
interface specification,25,,,,
deformation field,25,,,,
robot-assisted surgery,25,,,,
variable stiffness,25,,,,
scientometric indicator,25,,,,
citation context,25,,,,
subject area,25,,,,
brute force,25,,,,
pilot project,25,,,,
runge-kutta methods,25,,,,
forward problem,25,,,,
transportation research part,25,,,,
high order accuracy,25,,,,
posterior parietal cortex,25,,,,
original time series,25,,,,
human face,25,,,,
runtime performance,25,,,,
server object,25,,,,
path finding,25,,,,
code base,25,,,,
dead code,25,,,,
conditional expression,25,,,,
plan step,25,,,,
agent behaviour,25,,,,
ndvi,25,,,,
synaptic strength,25,,,,
sensory input,25,,,,
postsynaptic neuron,25,,,,
computational unit,25,,,,
local cluster,25,,,,
clock rate,25,,,,
index space,25,,,,
hough space,25,,,,
subtyping relation,25,,,,
optimal plan,25,,,,
security feature,25,,,,
canny edge,25,,,,
learning sample,25,,,,
legal ontology,25,,,,
collinear point,25,,,,
substitution rule,25,,,,
random element,25,,,,
spline curve,25,,,,
shape grammar,25,,,,
computer vision technique,25,,,,
pattern query,25,,,,
initial move,25,,,,
gesture recognition system,25,,,,
move object database,25,,,,
global coordinate system,25,,,,
functional term,25,,,,
public class,25,,,,
query workload,25,,,,
combination function,25,,,,
entry node,25,,,,
legal move,25,,,,
pilot symbol,25,,,,
external view,25,,,,
task list,25,,,,
planning agent,25,,,,
session manager,25,,,,
tutor system,25,,,,
pruning rule,25,,,,
skin region,25,,,,
widening operator,25,,,,
categorical semantic,25,,,,
dependence relation,25,,,,
grammatical category,25,,,,
consensus cluster,25,,,,
grid line,25,,,,
phrase boundary,25,,,,
query window,25,,,,
wall street journal,25,,,,
open directory project,25,,,,
structure document,25,,,,
network provider,25,,,,
algorithmic problem,25,,,,
session initiation protocol message,25,,,,
complete extension,25,,,,
parity game,25,,,,
execution strategy,25,,,,
motion planner,25,,,,
guard condition,25,,,,
generalized nets,25,,,,
data matching,25,,,,
pepper noise,25,,,,
british machine vision,25,,,,
learning goal,25,,,,
common prefix,25,,,,
load information,25,,,,
task creation,25,,,,
normalize root mean square error,25,,,,
retrieval method,25,,,,
spatial pyramid match,25,,,,
majority class,25,,,,
implementation under test,25,,,,
ivus image,25,,,,
embed graph,25,,,,
principal type,25,,,,
orthographic projection,25,,,,
semantic meaning,25,,,,
decision list,25,,,,
landmark position,25,,,,
learning with errors (lwe),25,,,,
testing algorithm,25,,,,
openshmem,25,,,,
scholarly publishing,24,,,,
situated cognition,24,,,,
professionalism,24,,,,
state of the art,24,,,,
journal,24,,,,
entrainment,24,,,,
rgb-d sensor,24,,,,
zero-sum game,24,,,,
snake robot,24,,,,
learning method,24,,,,
admittance control,24,,,,
rrt,24,,,,
income inequality,24,,,,
dataflow analysis,24,,,,
it services,24,,,,
social planner,24,,,,
indifference curve,24,,,,
skill level,24,,,,
payoff matrix,24,,,,
power distribution,24,,,,
deterministic model,24,,,,
replacement rule,24,,,,
power plant,24,,,,
arnold transform,24,,,,
rbfnn,24,,,,
wavelet neural networks,24,,,,
medical applications,24,,,,
fuzzy logic systems,24,,,,
system modelling,24,,,,
technical efficiency,24,,,,
grey wolf optimization,24,,,,
mr,24,,,,
sampled-data control,24,,,,
iteration method,24,,,,
sensor fault,24,,,,
model integration,24,,,,
pinning control,24,,,,
vibration analysis,24,,,,
biomedical engineering,24,,,,
residual stress,24,,,,
knee,24,,,,
mixed delays,24,,,,
k nearest neighbors,24,,,,
state-space model,24,,,,
validation and verification,24,,,,
sequential data,24,,,,
neural gas,24,,,,
driver,24,,,,
blast,24,,,,
vns,24,,,,
conjugate gradients,24,,,,
robust pca,24,,,,
power transformer,24,,,,
unsupervised feature learning,24,,,,
home health care,24,,,,
handwritten text recognition,24,,,,
multilayer perceptron (mlp),24,,,,
confidence estimation,24,,,,
parameter,24,,,,
total harmonic distortion,24,,,,
model evaluation,24,,,,
singular systems,24,,,,
taylor expansion,24,,,,
hjb equation,24,,,,
hesitant fuzzy sets,24,,,,
natural interfaces,24,,,,
temporal structure,24,,,,
key exchange protocol,24,,,,
color spaces,24,,,,
nao,24,,,,
multiple channels,24,,,,
alzheimer’s disease (ad),24,,,,
fractal analysis,24,,,,
decision forest,24,,,,
backstepping control,24,,,,
interview,24,,,,
recurrence,24,,,,
no-reference image quality assessment,24,,,,
terrain classification,24,,,,
possibility degree,24,,,,
smoke detection,24,,,,
auto-scaling,24,,,,
single-machine scheduling,24,,,,
self-localization,24,,,,
input state,24,,,,
dblp,24,,,,
natural language sentence,24,,,,
multi-agent learning,24,,,,
physical world,24,,,,
developmental robotics,24,,,,
game ai,24,,,,
entropy method,24,,,,
variational approach,24,,,,
mixing,24,,,,
metastability,24,,,,
perturbation theory,24,,,,
quasiconvexity,24,,,,
mechanical system,24,,,,
invariant manifold,24,,,,
bursting,24,,,,
riemannian manifolds,24,,,,
harmonic function,24,,,,
percolation,24,,,,
symmetric matrix,24,,,,
flexible manufacturing,24,,,,
star,24,,,,
barrier,24,,,,
region,24,,,,
drift,24,,,,
spatial cluster,24,,,,
urban,24,,,,
binary codes,24,,,,
transition probability,24,,,,
performability,24,,,,
response message,24,,,,
interval constraint,24,,,,
input structure,24,,,,
national culture,24,,,,
secure,24,,,,
involvement,24,,,,
design methodologies,24,,,,
entity matching,24,,,,
latent dirichlet allocation model,24,,,,
influence function,24,,,,
interactive exploration,24,,,,
stable models,24,,,,
scholarly data,24,,,,
queueing model,24,,,,
mobile grid,24,,,,
personnel scheduling,24,,,,
multiple objectives,24,,,,
environmental management,24,,,,
scenario tree,24,,,,
iterative scheme,24,,,,
multicriteria decision,24,,,,
roc analysis,24,,,,
propositional satisfiability,24,,,,
impatient customers,24,,,,
supply chain performance,24,,,,
location problems,24,,,,
demand node,24,,,,
tournament,24,,,,
net present value,24,,,,
continuous system,24,,,,
cost-effectiveness,24,,,,
bayesian belief networks,24,,,,
facility layout problem,24,,,,
transit network,24,,,,
maxsat,24,,,,
local time,24,,,,
network flow problem,24,,,,
maximum parsimony,24,,,,
order quantity,24,,,,
histograms,24,,,,
buffer allocation,24,,,,
mes,24,,,,
zero-sum games,24,,,,
business cycle,24,,,,
return on investment,24,,,,
batch scheduling,24,,,,
circular economy,24,,,,
oecd,24,,,,
partial derivative,24,,,,
maximum satisfiability,24,,,,
image texture,24,,,,
dynamic priority,24,,,,
schedule decision,24,,,,
resource-based view,24,,,,
computational analysis,24,,,,
lognormal distribution,24,,,,
replacement,24,,,,
inventory model,24,,,,
certificates,24,,,,
hierarchical identity-based encryption,24,,,,
resource control,24,,,,
graphical passwords,24,,,,
star topology,24,,,,
universal hash function,24,,,,
mobile telephony,24,,,,
foundations,24,,,,
functional dependencies,24,,,,
embedding capacity,24,,,,
optical packet,24,,,,
millimeter-wave,24,,,,
self-similar,24,,,,
interconnect,24,,,,
sonar sensor,24,,,,
policy search,24,,,,
planetary exploration,24,,,,
micro aerial vehicles,24,,,,
motion synthesis,24,,,,
social communication,24,,,,
collaborative robots,24,,,,
jacobian,24,,,,
multi-agent planning,24,,,,
helicopter,24,,,,
medical robotics,24,,,,
3d registration,24,,,,
physical robot,24,,,,
computer algebra systems,24,,,,
functions,24,,,,
digital competence,24,,,,
elementary education,24,,,,
learning motivation,24,,,,
21st century skills,24,,,,
introductory programming,24,,,,
collaborative task,24,,,,
mel frequency cepstral coefficients,24,,,,
ontological reasoning,24,,,,
graphic processor,24,,,,
recurrent neural network (rnn),24,,,,
health information exchange,24,,,,
interactive technology,24,,,,
remote communication,24,,,,
agent migration,24,,,,
email message,24,,,,
sociability,24,,,,
human behaviour,24,,,,
capacitive sensing,24,,,,
approximability,24,,,,
point of interest,24,,,,
user behavior analysis,24,,,,
ubiquitous healthcare,24,,,,
trend,24,,,,
context reasoning,24,,,,
rectification,24,,,,
soft shadow,24,,,,
story,24,,,,
game session,24,,,,
interactive learning environment,24,,,,
permanent fault,24,,,,
flight simulation,24,,,,
luminance,24,,,,
angular velocity,24,,,,
blackboard architecture,24,,,,
assembly planning,24,,,,
relativism,24,,,,
reasons,24,,,,
scepticism,24,,,,
sleeping beauty,24,,,,
paraconsistent logics,24,,,,
type,24,,,,
network modeling,24,,,,
causal models,24,,,,
ibe,24,,,,
compositional semantics,24,,,,
hard problem,24,,,,
action potential,24,,,,
indeterminacy,24,,,,
conditional event,24,,,,
diagram,24,,,,
network motifs,24,,,,
computationalism,24,,,,
perspective taking,24,,,,
conformity,24,,,,
categories,24,,,,
incompleteness theorem,24,,,,
modular lattice,24,,,,
amalgamation property,24,,,,
cartesian closed category,24,,,,
pattern languages,24,,,,
collaborative editing,24,,,,
xslt,24,,,,
messaging,24,,,,
image composition,24,,,,
multicore architectures,24,,,,
manycore,24,,,,
breadth-first search,24,,,,
network effect,24,,,,
value network,24,,,,
digital services,24,,,,
activities,24,,,,
biosensors,24,,,,
neuroinformatics,24,,,,
brain networks,24,,,,
dendritic tree,24,,,,
code analysis,24,,,,
statistical parametric mapping,24,,,,
dual decomposition,24,,,,
cooperative networks,24,,,,
radio networks,24,,,,
toa,24,,,,
network attack,24,,,,
rician fading,24,,,,
misclassification rate,24,,,,
coefficient of variation,24,,,,
trimming,24,,,,
rejection sampling,24,,,,
information measure,24,,,,
markov chain monte carlo algorithm,24,,,,
flow shop scheduling,24,,,,
heuristic strategy,24,,,,
spoken dialog systems,24,,,,
eca,24,,,,
design environment,24,,,,
websocket,24,,,,
driving simulation,24,,,,
outdoor environment,24,,,,
detection algorithm,24,,,,
acoustic signal,24,,,,
framenet,24,,,,
test data,24,,,,
software complexity,24,,,,
risk estimation,24,,,,
genetic improvement,24,,,,
ensemble technique,24,,,,
range searching,24,,,,
stackelberg games,24,,,,
metric dimension,24,,,,
singular control,24,,,,
exact penalty function,24,,,,
concave minimization,24,,,,
search step,24,,,,
interest points,24,,,,
adaptive streaming,24,,,,
retinex,24,,,,
shape deformation,24,,,,
accelerometer data,24,,,,
fuzzy mathematical morphology,24,,,,
nonsubsampled contourlet transform,24,,,,
array processing,24,,,,
de-noising,24,,,,
visual words,24,,,,
image noise,24,,,,
video summary,24,,,,
evaluation measures,24,,,,
frequency analysis,24,,,,
prostate segmentation,24,,,,
eye detection,24,,,,
time series data mining,24,,,,
cold-start problem,24,,,,
fp-tree,24,,,,
direct marketing,24,,,,
cube,24,,,,
overlapping communities,24,,,,
image data,24,,,,
k-nearest neighbor (knn),24,,,,
data embedding,24,,,,
linear classifier,24,,,,
hole filling,24,,,,
image-to-image translation,24,,,,
cross-modal,24,,,,
top-down,24,,,,
human visual system (hvs),24,,,,
binding,24,,,,
similarity metric,24,,,,
resource analysis,24,,,,
user requirements notation,24,,,,
model execution,24,,,,
visual notation,24,,,,
fca,24,,,,
metric temporal logic,24,,,,
generative programming,24,,,,
architecture framework,24,,,,
numerical algebraic geometry,24,,,,
real algebraic geometry,24,,,,
finite volume methods,24,,,,
modular architecture,24,,,,
assistance system,24,,,,
structural recursion,24,,,,
event-driven architecture,24,,,,
master data,24,,,,
spatial transformation,24,,,,
content extraction,24,,,,
malicious nodes,24,,,,
clinical application,24,,,,
mutation strategy,24,,,,
distributed architectures,24,,,,
renyi entropy,24,,,,
stepwise regression,24,,,,
failure detectors,24,,,,
agent based modelling,24,,,,
gap analysis,24,,,,
similarity query,24,,,,
precision medicine,24,,,,
aerospace,24,,,,
home networking,24,,,,
time management,24,,,,
streaming video,24,,,,
scalable video coding (svc),24,,,,
video source,24,,,,
multimedia stream,24,,,,
digital game-based learning,24,,,,
human vision system,24,,,,
curvature scale space,24,,,,
least square,24,,,,
music education,24,,,,
formal definition,24,,,,
dendritic cell algorithm,24,,,,
visual stimulus,24,,,,
connectivity matrix,24,,,,
biological model,24,,,,
martingales,24,,,,
product management,24,,,,
security assurance,24,,,,
interest,24,,,,
informal communication,24,,,,
extrinsic motivation,24,,,,
smart classroom,24,,,,
graphic design,24,,,,
older users,24,,,,
open educational resource,24,,,,
personal device,24,,,,
active databases,24,,,,
knowledge discovery and data mining,24,,,,
transducer,24,,,,
time-series analysis,24,,,,
classical negation,24,,,,
logic design,24,,,,
impossible differential cryptanalysis,24,,,,
technology mapping,24,,,,
design rule,24,,,,
low power design,24,,,,
flash translation layer,24,,,,
leakage current,24,,,,
vertex degree,24,,,,
redundant constraint,24,,,,
boundary representation,24,,,,
constant propagation,24,,,,
clefia,24,,,,
renaming,24,,,,
switching network,24,,,,
false sharing,24,,,,
dynamic allocation,24,,,,
data perturbation,24,,,,
task mapping,24,,,,
weighted tree,24,,,,
erasure coding,24,,,,
variable precision,24,,,,
high-performance,24,,,,
high throughput,24,,,,
uniform design,24,,,,
binary method,24,,,,
information services,24,,,,
molecular surface,24,,,,
system evaluation,24,,,,
motion estimation algorithm,24,,,,
poetry,24,,,,
word list,24,,,,
machine translation evaluation,24,,,,
chunking,24,,,,
frequency distribution,24,,,,
pll,24,,,,
step response,24,,,,
machine model,24,,,,
feed forward neural network,24,,,,
steklov institute,24,,,,
np,24,,,,
side-channel,24,,,,
safety critical systems,24,,,,
differential uniformity,24,,,,
counting function,24,,,,
circulant graph,24,,,,
constacyclic codes,24,,,,
asymmetric cryptography,24,,,,
interactive technique,24,,,,
procrustes analysis,24,,,,
degree centrality,24,,,,
timeline,24,,,,
organisational semiotics,24,,,,
remote,24,,,,
sustainable design,24,,,,
e.1,24,,,,
image hashing,24,,,,
shape similarity,24,,,,
ontology modeling,24,,,,
lumbar spine,24,,,,
3d cnn,24,,,,
iot (internet of things),24,,,,
virtual simulation,24,,,,
tactile graphics,24,,,,
image feature extraction,24,,,,
dynamic tree,24,,,,
acoustic feature,24,,,,
global alignment,24,,,,
multi-hop wireless networks,24,,,,
hyperspectral remote sensing,24,,,,
e-navigation,24,,,,
extractive summarization,24,,,,
error pattern,24,,,,
keypoint detection,24,,,,
best effort,24,,,,
candidate region,24,,,,
membrane structure,24,,,,
geometric realization,24,,,,
remote state preparation,24,,,,
ideal lattices,24,,,,
computational security,24,,,,
web data extraction,24,,,,
digital ecosystem,24,,,,
vertical partitioning,24,,,,
subsumption,24,,,,
chemoinformatics,24,,,,
digraphs,24,,,,
automorphisms,24,,,,
binary linear code,24,,,,
pseudorandom sequence,24,,,,
modular form,24,,,,
digital repository,24,,,,
storage resource broker,24,,,,
input interface,24,,,,
information retrieval evaluation,24,,,,
educational content,24,,,,
mobile payments,24,,,,
original equipment manufacturer,24,,,,
cam,24,,,,
boundary element,24,,,,
accident analysis,24,,,,
resilience engineering,24,,,,
tissue engineering,24,,,,
d2d communications,24,,,,
transient state,24,,,,
sampl6,24,,,,
pose prediction,24,,,,
publication analysis,24,,,,
cosmic,24,,,,
dengue,24,,,,
abstract convexity,24,,,,
stochastic algorithm,24,,,,
hamiltonian path problem,24,,,,
local improvement,24,,,,
mutual exclusion algorithm,24,,,,
eventual consistency,24,,,,
causal chain,24,,,,
logical predicate,24,,,,
de bruijn graph,24,,,,
real world object,24,,,,
bounded degree,24,,,,
rational series,24,,,,
equation system,24,,,,
executable model,24,,,,
explanation-based learning,24,,,,
square of opposition,24,,,,
loss functions,24,,,,
logic in computer science,24,,,,
tableau,24,,,,
metabolic networks,24,,,,
utp,24,,,,
hate speech,24,,,,
interface type,24,,,,
noise standard deviation,24,,,,
color filter array,24,,,,
design intent,24,,,,
permutation problem,24,,,,
agglomerative clustering,24,,,,
restful service,24,,,,
vehicle routing problem with time windows,24,,,,
physical entity,24,,,,
graph classes,24,,,,
camera control,24,,,,
infinite family,24,,,,
main processor,24,,,,
recursion tree,24,,,,
hybrid simulation,24,,,,
parity function,24,,,,
elimination tree,24,,,,
tilings,24,,,,
single vertex,24,,,,
incidence graph,24,,,,
linear hull,24,,,,
legal knowledge,24,,,,
return type,24,,,,
byod,24,,,,
goal orientation,24,,,,
usability heuristics,24,,,,
performance measurement system,24,,,,
fuzzy arithmetic,24,,,,
holonic manufacturing system,24,,,,
assembly sequence,24,,,,
traffic accident,24,,,,
problem description,24,,,,
depth images,24,,,,
textural feature,24,,,,
intracranial aneurysm,24,,,,
compute tomography angiography,24,,,,
communication interface,24,,,,
ct colonography,24,,,,
cubic graph,24,,,,
distance calculation,24,,,,
distance vector,24,,,,
subsurface scattering,24,,,,
integral attack,24,,,,
chemical reaction networks,24,,,,
go,24,,,,
swot analysis,24,,,,
mechatronic system,24,,,,
atpg,24,,,,
context object,24,,,,
odp,24,,,,
attack graphs,24,,,,
qos provisioning,24,,,,
spice simulation,24,,,,
wire length,24,,,,
commutative monoids,24,,,,
diophantine approximation,24,,,,
unary relation,24,,,,
conformal geometric algebra,24,,,,
signal to noise ratio,24,,,,
tour length,24,,,,
protocol stack,24,,,,
frame error rate,24,,,,
detection rate,24,,,,
user device,24,,,,
beacon frame,24,,,,
interference model,24,,,,
wireless sensor node,24,,,,
orientation histogram,24,,,,
open source community,24,,,,
rural areas,24,,,,
concept approximation,24,,,,
conditional attribute,24,,,,
weighted directed graph,24,,,,
interactive evolution,24,,,,
partial path,24,,,,
image guided surgery,24,,,,
anesthesia,24,,,,
entry point,24,,,,
manipulate variable,24,,,,
characteristic path length,24,,,,
personal mobility,24,,,,
clinical document architecture,24,,,,
range space,24,,,,
adjacent node,24,,,,
ultrasonic motor,24,,,,
assistance,24,,,,
urban space,24,,,,
hfe,24,,,,
public void,24,,,,
malicious activity,24,,,,
object state,24,,,,
coherent states,24,,,,
kernel parameter,24,,,,
feedback controller,24,,,,
synaptic input,24,,,,
automatic theorem prove,24,,,,
index point,24,,,,
vlsi signal processing,24,,,,
delay element,24,,,,
vhdl code,24,,,,
application task,24,,,,
graphic recognition,24,,,,
attribute node,24,,,,
brush stroke,24,,,,
mizar mathematical library,24,,,,
tableau algorithm,24,,,,
convex object,24,,,,
vertical line segment,24,,,,
motion planning problem,24,,,,
rotation system,24,,,,
oriented edge,24,,,,
stereographic projection,24,,,,
multiple view geometry,24,,,,
direct torque control,24,,,,
collective noise,24,,,,
mathematical formula,24,,,,
tactile sensation,24,,,,
information system design,24,,,,
recognition result,24,,,,
texture model,24,,,,
application program,24,,,,
query condition,24,,,,
heavy hitter,24,,,,
host machine,24,,,,
action description,24,,,,
data mining approach,24,,,,
mouse button,24,,,,
search phase,24,,,,
variable domain,24,,,,
parameter passing,24,,,,
hide layer neuron,24,,,,
natural language description,24,,,,
central node,24,,,,
provider agent,24,,,,
logic variable,24,,,,
input array,24,,,,
game designer,24,,,,
interaction rule,24,,,,
object logic,24,,,,
binary predicate,24,,,,
open branch,24,,,,
automatic face,24,,,,
extra variable,24,,,,
object variable,24,,,,
root vertex,24,,,,
answering query,24,,,,
minimal separator,24,,,,
alignment problem,24,,,,
coarse mesh,24,,,,
context feature,24,,,,
proof check,24,,,,
scene image,24,,,,
mobile unit,24,,,,
chinese text,24,,,,
teaching material,24,,,,
metadata element,24,,,,
bandwidth usage,24,,,,
truthful mechanism,24,,,,
memory object,24,,,,
software model check,24,,,,
java source code,24,,,,
quantify boolean formula,24,,,,
correctness property,24,,,,
original game,24,,,,
maximal path,24,,,,
control loop,24,,,,
enforcement mechanism,24,,,,
virtual instrument,24,,,,
post-quantum,24,,,,
private input,24,,,,
signing oracle,24,,,,
target vector,24,,,,
decision vector,24,,,,
persistent object,24,,,,
instance level,24,,,,
compliance check,24,,,,
corrupted party,24,,,,
state chart,24,,,,
robotic research,24,,,,
location server,24,,,,
quantization step,24,,,,
float point operation,24,,,,
camera center,24,,,,
object orient program,24,,,,
injective morphism,24,,,,
adaptive case management,24,,,,
base type,24,,,,
general intelligence,24,,,,
weak hypothesis,24,,,,
raster image,24,,,,
watermark signal,24,,,,
cardiac magnetic resonance,24,,,,
care,23,,,,
continuous-time,23,,,,
euler equation,23,,,,
knowledge production,23,,,,
functional mri,23,,,,
falsification,23,,,,
self-tracking,23,,,,
argumentation schemes,23,,,,
media art,23,,,,
contextualization,23,,,,
robot ethics,23,,,,
web content mining,23,,,,
advertisement,23,,,,
personalized medicine,23,,,,
simultaneous localization and mapping (slam),23,,,,
order book,23,,,,
intellectual property rights,23,,,,
correction,23,,,,
electricity,23,,,,
bankruptcy problem,23,,,,
vote share,23,,,,
bargaining solution,23,,,,
match rule,23,,,,
inference procedure,23,,,,
output function,23,,,,
vote process,23,,,,
monotonicity constraint,23,,,,
abc algorithm,23,,,,
graph learning,23,,,,
geographic information system (gis),23,,,,
objective evaluation,23,,,,
hybrid neural network,23,,,,
concrete,23,,,,
small-world network,23,,,,
volterra series,23,,,,
solar cell,23,,,,
actuator fault,23,,,,
pi controller,23,,,,
asymmetric,23,,,,
proportional delay,23,,,,
time-series prediction,23,,,,
time-series data,23,,,,
modular neural networks,23,,,,
ellipse detection,23,,,,
active noise control,23,,,,
dictionaries,23,,,,
evolutionary,23,,,,
distributed delays,23,,,,
subtractive clustering,23,,,,
correlation function,23,,,,
principal curve,23,,,,
bayesian regularization,23,,,,
multiple attribute group decision making,23,,,,
lévy flight,23,,,,
knowledge processing,23,,,,
radius,23,,,,
neuromorphic,23,,,,
orthogonal design,23,,,,
twin support vector machines,23,,,,
interval-valued intuitionistic fuzzy set,23,,,,
state observer,23,,,,
mppt,23,,,,
rbf networks,23,,,,
discrete optimization problem,23,,,,
normalized cut,23,,,,
traffic sign,23,,,,
dynamic selection,23,,,,
global synchronization,23,,,,
infectious diseases,23,,,,
multivariate regression,23,,,,
intuitionistic fuzzy number,23,,,,
analysis of variance,23,,,,
hardness,23,,,,
statistical mechanics,23,,,,
long-term memory,23,,,,
water distribution system,23,,,,
block,23,,,,
uncertain systems,23,,,,
data stream classification,23,,,,
signed networks,23,,,,
simulation experiment,23,,,,
ant algorithm,23,,,,
prosodic features,23,,,,
molecular biology,23,,,,
multiclass problem,23,,,,
manipulators,23,,,,
e-learning systems,23,,,,
stock prediction,23,,,,
strategic alliance,23,,,,
dominance-based rough set approach,23,,,,
building,23,,,,
skin segmentation,23,,,,
desirability function,23,,,,
automotive systems,23,,,,
